Elapsed Time (s),m=15,m=16,m=17,m=18,m=20,m=22,m=28,m=32,m=40,m=44
17:33:32.34,2.97e-10,1.02e-12,4.55e-14,5.88e-14,9.58e-11,4.26e-13,4.62e-14,7.22e-14,2.69e-13,3.83e-14
17:33:39.84,2.98e-10,1.03e-12,5.97e-14,5.45e-14,9.57e-11,4.08e-13,7.72e-14,9.67e-14,2.5e-13,3.98e-14
17:33:47.34,2.98e-10,1.02e-12,4.55e-14,5.08e-14,9.58e-11,4.16e-13,7.49e-14,1.13e-13,2.45e-13,4.28e-14
17:33:54.84,2.97e-10,1.04e-12,4.92e-14,6.64e-14,9.58e-11,4.15e-13,6.83e-14,1.05e-13,2.53e-13,5.45e-14
17:34:02.34,2.98e-10,1.09e-12,5.86e-14,5.76e-14,9.58e-11,4.06e-13,5.47e-14,1.24e-13,2.6e-13,4.2e-14
17:34:09.85,2.98e-10,1.14e-12,5.03e-14,4.94e-14,9.57e-11,4.2e-13,7.79e-14,8.51e-14,2.6e-13,4.2e-14
17:34:17.35,2.97e-10,1.17e-12,6.07e-14,4.94e-14,9.58e-11,4.12e-13,4.83e-14,1.09e-13,2.6e-13,4.9e-14
17:34:24.85,2.98e-10,1.19e-12,3.89e-14,4.66e-14,9.58e-11,4.06e-13,6.97e-14,1.09e-13,2.56e-13,4.09e-14
17:34:32.37,2.98e-10,1.17e-12,6.64e-14,5.12e-14,9.58e-11,3.9e-13,6.97e-14,1.21e-13,2.65e-13,5.13e-14
17:34:39.89,2.97e-10,1.17e-12,6.11e-14,5.65e-14,9.58e-11,4.23e-13,1.01e-13,9.89e-14,2.75e-13,4.11e-14
17:34:47.39,2.98e-10,1.15e-12,5.17e-14,3.76e-14,9.58e-11,4.23e-13,8.07e-14,9.89e-14,2.65e-13,3.93e-14
17:34:54.89,2.99e-10,1.18e-12,6.13e-14,4.92e-14,9.58e-11,4.12e-13,7.96e-14,1.12e-13,2.61e-13,4.53e-14
17:35:02.39,2.97e-10,1.16e-12,7.87e-14,4.92e-14,9.58e-11,4.01e-13,5.31e-14,9.76e-14,3.05e-13,3.01e-14
17:35:09.89,2.98e-10,1.2e-12,7.87e-14,5.27e-14,9.58e-11,3.92e-13,5.48e-14,1.11e-13,2.98e-13,3.68e-14
17:35:17.39,2.99e-10,1.2e-12,6.34e-14,4.28e-14,9.58e-11,3.87e-13,6.19e-14,1.26e-13,3.49e-13,4.08e-14
17:35:24.89,2.99e-10,1.2e-12,5.34e-14,4.08e-14,9.58e-11,4.18e-13,8.76e-14,1.2e-13,2.86e-13,3.87e-14
17:35:32.39,2.97e-10,1.17e-12,5.26e-14,3.84e-14,9.58e-11,3.93e-13,7.69e-14,1.15e-13,2.93e-13,3.37e-14
17:35:39.89,2.98e-10,1.18e-12,6.17e-14,4.92e-14,9.58e-11,4.03e-13,6.43e-14,1.3e-13,3.37e-13,3.29e-14
17:35:47.40,2.99e-10,1.17e-12,6.74e-14,5.31e-14,9.58e-11,4.18e-13,7.58e-14,1.16e-13,3.49e-13,4.28e-14
17:35:54.90,2.98e-10,1.19e-12,5.72e-14,4.94e-14,9.58e-11,4.06e-13,5.94e-14,1.2e-13,3.02e-13,4.08e-14
17:36:02.42,2.98e-10,1.19e-12,5.41e-14,5.24e-14,9.58e-11,4.26e-13,7.09e-14,1.2e-13,3.17e-13,4.22e-14
17:36:09.92,2.99e-10,1.17e-12,3.27e-14,4.46e-14,9.58e-11,4.21e-13,7.24e-14,1.21e-13,3.19e-13,4.01e-14
17:36:17.42,2.98e-10,1.16e-12,5.98e-14,5.72e-14,9.57e-11,4.05e-13,7.34e-14,1.24e-13,3.27e-13,4.01e-14
17:36:24.92,2.98e-10,1.17e-12,4.18e-14,5.5e-14,9.58e-11,4.08e-13,6.42e-14,1.33e-13,3.27e-13,3.52e-14
17:36:32.42,2.99e-10,1.17e-12,7.22e-14,3.39e-14,9.58e-11,4.04e-13,7.01e-14,1.33e-13,3.09e-13,4.47e-14
17:36:39.92,2.98e-10,1.24e-12,5.41e-14,4.5e-14,9.57e-11,4.07e-13,7.01e-14,1.27e-13,3.32e-13,3.82e-14
17:36:47.42,2.97e-10,1.18e-12,7.06e-14,5.89e-14,9.58e-11,3.62e-13,6.55e-14,1.21e-13,3.42e-13,4.85e-14
17:36:54.92,2.98e-10,1.19e-12,6.34e-14,5.11e-14,9.57e-11,3.62e-13,6.91e-14,1.29e-13,3.09e-13,3.07e-14
17:37:02.42,2.99e-10,1.21e-12,4.71e-14,5.15e-14,9.57e-11,4.33e-13,7e-14,1.09e-13,3.21e-13,5.84e-14
17:37:09.92,2.98e-10,1.24e-12,5.61e-14,5.15e-14,9.57e-11,4.07e-13,5.66e-14,1.15e-13,3.15e-13,3.61e-14
17:37:17.42,2.98e-10,1.25e-12,5.61e-14,4.78e-14,9.58e-11,4.28e-13,5.88e-14,1.31e-13,3.15e-13,4.18e-14
17:37:24.92,2.98e-10,1.25e-12,6.42e-14,4.93e-14,9.58e-11,3.82e-13,6.17e-14,1.2e-13,3.13e-13,3.26e-14
17:37:32.42,2.98e-10,1.2e-12,5.92e-14,5.42e-14,9.58e-11,4.14e-13,5.92e-14,1.22e-13,3.52e-13,3.76e-14
17:37:39.92,2.97e-10,1.21e-12,4.87e-14,4.31e-14,9.58e-11,4.45e-13,5.44e-14,1.15e-13,3.24e-13,4.8e-14
17:37:47.42,2.98e-10,1.18e-12,6.24e-14,6.24e-14,9.58e-11,3.82e-13,5.02e-14,1.31e-13,3.25e-13,4.03e-14
17:37:54.92,2.98e-10,1.23e-12,5.53e-14,6.4e-14,9.58e-11,4.26e-13,6.1e-14,1.29e-13,3.28e-13,4.88e-14
17:38:02.42,2.97e-10,1.24e-12,6.01e-14,3.68e-14,9.58e-11,3.86e-13,6.09e-14,1.16e-13,3.22e-13,3.37e-14
17:38:09.92,2.98e-10,1.21e-12,4.38e-14,5.71e-14,9.57e-11,4.07e-13,6.91e-14,1.16e-13,3.53e-13,3.27e-14
17:38:17.42,2.99e-10,1.27e-12,4.61e-14,5.85e-14,9.57e-11,4.12e-13,5.92e-14,1.37e-13,3.23e-13,3.95e-14
17:38:24.92,2.97e-10,1.22e-12,4.39e-14,5.23e-14,9.57e-11,4.36e-13,6.22e-14,1.17e-13,3.37e-13,3.95e-14
17:38:32.42,2.99e-10,1.26e-12,5.03e-14,5.33e-14,9.58e-11,4.12e-13,6.71e-14,1.33e-13,3.37e-13,4.53e-14
17:38:39.92,2.99e-10,1.26e-12,5.46e-14,5.79e-14,9.57e-11,3.95e-13,5.37e-14,1.33e-13,3.25e-13,3.97e-14
17:38:47.42,2.98e-10,1.25e-12,6.59e-14,3.98e-14,9.58e-11,3.85e-13,6.27e-14,1.21e-13,3.31e-13,3.36e-14
17:38:54.92,2.97e-10,1.24e-12,5.61e-14,4.32e-14,9.58e-11,4.34e-13,6.27e-14,1.41e-13,3.22e-13,3.84e-14
17:39:02.42,2.99e-10,1.24e-12,7.36e-14,4.97e-14,9.58e-11,4.34e-13,6.55e-14,1.17e-13,3.37e-13,4.11e-14
17:39:09.92,2.98e-10,1.25e-12,4.62e-14,5.36e-14,9.58e-11,4.3e-13,6.83e-14,1.27e-13,3.29e-13,3.48e-14
17:39:17.42,2.98e-10,1.26e-12,5.98e-14,5.36e-14,9.57e-11,3.96e-13,6.28e-14,1.11e-13,3.13e-13,3.54e-14
17:39:24.92,2.98e-10,1.26e-12,5.98e-14,4.88e-14,9.58e-11,4.19e-13,5.64e-14,1.22e-13,3.3e-13,3.75e-14
17:39:32.42,2.99e-10,1.26e-12,4.51e-14,5.48e-14,9.56e-11,3.77e-13,5.66e-14,1.35e-13,2.76e-13,2.91e-14
17:39:39.92,2.99e-10,1.25e-12,5.76e-14,4.35e-14,9.57e-11,3.74e-13,4.71e-14,1.17e-13,3.25e-13,4.14e-14
17:39:47.42,2.97e-10,1.25e-12,4.58e-14,4.99e-14,9.57e-11,4.08e-13,4.69e-14,1.25e-13,3.12e-13,3.55e-14
17:39:54.92,2.99e-10,1.26e-12,6.25e-14,5.22e-14,9.58e-11,3.86e-13,5.48e-14,9.87e-14,3.12e-13,4.21e-14
17:40:02.42,2.98e-10,1.29e-12,5.71e-14,5.01e-14,9.57e-11,4.01e-13,6.02e-14,1.12e-13,3.06e-13,4.05e-14
17:40:09.92,2.97e-10,1.27e-12,4.76e-14,4.23e-14,9.57e-11,3.9e-13,6.82e-14,1.09e-13,3.08e-13,3.82e-14
17:40:17.42,2.98e-10,1.27e-12,5.89e-14,3.67e-14,9.58e-11,4.01e-13,5.76e-14,1.07e-13,2.94e-13,3.61e-14
17:40:24.92,2.99e-10,1.28e-12,5.24e-14,5.2e-14,9.58e-11,3.8e-13,6.22e-14,1.16e-13,2.93e-13,4.99e-14
17:40:32.42,2.97e-10,1.27e-12,4.71e-14,5.72e-14,9.58e-11,4.08e-13,6.24e-14,1.05e-13,3.21e-13,4.99e-14
17:40:39.92,2.98e-10,1.27e-12,6.15e-14,4.18e-14,9.58e-11,4.08e-13,4.7e-14,9.72e-14,3.21e-13,3.65e-14
17:40:47.42,2.99e-10,1.27e-12,7.53e-14,6.4e-14,9.56e-11,4.58e-13,4.71e-14,9.72e-14,3.12e-13,3.92e-14
17:40:54.92,2.97e-10,1.27e-12,4.91e-14,3.95e-14,9.58e-11,3.97e-13,6.06e-14,1.17e-13,3.05e-13,4.23e-14
17:41:02.42,2.98e-10,1.26e-12,5.24e-14,4.29e-14,9.58e-11,3.88e-13,6.06e-14,1.34e-13,2.84e-13,3.95e-14
17:41:09.92,2.99e-10,1.29e-12,5.02e-14,4.82e-14,9.57e-11,3.88e-13,7e-14,1.32e-13,3.13e-13,4.14e-14
17:41:17.42,2.97e-10,1.29e-12,3.39e-14,4.92e-14,9.57e-11,4.21e-13,6.86e-14,1.22e-13,2.99e-13,4.3e-14
17:41:24.92,2.98e-10,1.27e-12,6.08e-14,4.92e-14,9.58e-11,3.69e-13,7.13e-14,9.87e-14,2.97e-13,4.39e-14
17:41:32.42,2.98e-10,1.3e-12,6.08e-14,5.31e-14,9.58e-11,3.75e-13,5.71e-14,1.02e-13,3.01e-13,2.74e-14
17:41:39.92,2.97e-10,1.3e-12,4.75e-14,4.88e-14,9.57e-11,4.05e-13,5.27e-14,1.29e-13,3.05e-13,2.98e-14
17:41:47.42,2.97e-10,1.31e-12,4.43e-14,5.66e-14,9.58e-11,3.77e-13,6.92e-14,1.28e-13,2.9e-13,4.72e-14
17:41:54.92,2.98e-10,1.31e-12,5.04e-14,4.59e-14,9.57e-11,3.91e-13,6.29e-14,1.22e-13,3.02e-13,3.91e-14
17:42:02.42,2.99e-10,1.28e-12,6.41e-14,5.43e-14,9.57e-11,4.15e-13,7.7e-14,1.12e-13,2.79e-13,4.22e-14
17:42:09.92,2.98e-10,1.28e-12,5.55e-14,5.08e-14,9.58e-11,4.18e-13,5.32e-14,1.18e-13,3.1e-13,3.76e-14
17:42:17.42,2.98e-10,1.28e-12,5.52e-14,6.21e-14,9.58e-11,4.27e-13,4.7e-14,1.18e-13,3.15e-13,3.21e-14
17:42:24.92,2.98e-10,1.29e-12,4.82e-14,4.97e-14,9.58e-11,4.14e-13,8.97e-14,1.13e-13,2.99e-13,3.53e-14
17:42:32.42,2.98e-10,1.27e-12,6.22e-14,5.98e-14,9.57e-11,4.07e-13,6.41e-14,1.4e-13,2.92e-13,3.32e-14
17:42:39.92,2.97e-10,1.28e-12,5.16e-14,5.63e-14,9.58e-11,3.89e-13,5.58e-14,1.16e-13,3.14e-13,3.32e-14
17:42:47.42,2.98e-10,1.31e-12,5.03e-14,4.14e-14,9.57e-11,4.09e-13,8.5e-14,1.15e-13,3.14e-13,3.64e-14
17:42:54.92,2.98e-10,1.3e-12,5.45e-14,4.25e-14,9.57e-11,4.06e-13,7.31e-14,1.15e-13,3.23e-13,3.77e-14
17:43:02.42,2.97e-10,1.26e-12,3.54e-14,6.75e-14,9.57e-11,3.78e-13,7.08e-14,1.2e-13,3.03e-13,4.5e-14
17:43:09.92,2.98e-10,1.29e-12,6.18e-14,5.31e-14,9.57e-11,4.08e-13,7.08e-14,1.36e-13,2.97e-13,4.82e-14
17:43:17.42,2.99e-10,1.29e-12,5.18e-14,5.53e-14,9.57e-11,4.08e-13,7.21e-14,1.02e-13,3.12e-13,4.22e-14
17:43:24.92,2.97e-10,1.28e-12,5.32e-14,5.04e-14,9.57e-11,4.13e-13,6.18e-14,1.18e-13,3.2e-13,3.04e-14
17:43:32.43,2.98e-10,1.27e-12,5.92e-14,5.04e-14,9.58e-11,3.92e-13,5.97e-14,1.05e-13,3.07e-13,4.83e-14
17:43:39.95,2.99e-10,1.27e-12,5.92e-14,4.24e-14,9.57e-11,3.91e-13,7.81e-14,1.09e-13,2.88e-13,3.96e-14
17:43:47.46,2.97e-10,1.27e-12,5.1e-14,7.03e-14,9.56e-11,3.79e-13,5.71e-14,1.08e-13,3.09e-13,3.39e-14
17:43:54.98,2.97e-10,1.3e-12,5.23e-14,6.01e-14,9.57e-11,4.03e-13,6.77e-14,9.76e-14,3.11e-13,3.38e-14
17:44:02.50,2.98e-10,1.19e-12,5.42e-14,4.36e-14,9.57e-11,3.88e-13,6.18e-14,1.19e-13,3.05e-13,3.87e-14
17:44:10.01,2.99e-10,1.07e-12,5.94e-14,4.95e-14,9.57e-11,4.13e-13,6.4e-14,1.07e-13,2.83e-13,3.66e-14
17:44:17.51,2.97e-10,1.06e-12,5.98e-14,4.91e-14,9.58e-11,4.32e-13,4.93e-14,1.07e-13,2.82e-13,5.42e-14
17:44:25.01,2.98e-10,1.08e-12,4.88e-14,4.76e-14,9.58e-11,4.11e-13,7.18e-14,9.73e-14,3.03e-13,3.66e-14
17:44:32.51,2.99e-10,1.03e-12,6.41e-14,4.82e-14,9.58e-11,3.92e-13,5.85e-14,1.05e-13,3.24e-13,4.84e-14
17:44:40.01,2.97e-10,1.06e-12,6.71e-14,6.41e-14,9.57e-11,3.49e-13,6.54e-14,9.92e-14,2.77e-13,4.06e-14
17:44:47.53,2.99e-10,1.07e-12,5.2e-14,4.64e-14,9.57e-11,4.23e-13,7.94e-14,1.22e-13,2.71e-13,4.06e-14
17:44:55.03,2.99e-10,1.05e-12,4.72e-14,3.94e-14,9.56e-11,3.82e-13,5.72e-14,9.21e-14,2.72e-13,4.43e-14
17:45:02.54,2.98e-10,1.05e-12,4.45e-14,5.97e-14,9.58e-11,4.04e-13,6.21e-14,1.3e-13,2.72e-13,3.62e-14
17:45:10.04,2.98e-10,1.05e-12,5.15e-14,5.92e-14,9.58e-11,3.66e-13,6.74e-14,1.3e-13,2.72e-13,5.19e-14
17:45:17.54,2.99e-10,1.07e-12,4.83e-14,5.4e-14,9.57e-11,3.96e-13,6.74e-14,1.04e-13,2.77e-13,4.08e-14
17:45:25.04,2.98e-10,1.07e-12,4.97e-14,5.02e-14,9.58e-11,3.96e-13,8e-14,9.54e-14,2.56e-13,5.15e-14
17:45:32.54,2.98e-10,1.04e-12,5.95e-14,5.57e-14,9.58e-11,4.06e-13,5.55e-14,1.08e-13,2.6e-13,4.28e-14
17:45:40.04,2.98e-10,1.05e-12,5.73e-14,5.57e-14,9.58e-11,4.06e-13,4.92e-14,8.6e-14,2.69e-13,5.97e-14
17:45:47.54,2.98e-10,1.04e-12,5.73e-14,5.5e-14,9.58e-11,3.99e-13,6.53e-14,1.04e-13,2.6e-13,3.97e-14
17:45:55.04,2.97e-10,1.04e-12,6.5e-14,6.27e-14,9.57e-11,4.24e-13,6.51e-14,1.09e-13,2.79e-13,4.39e-14
17:46:02.54,2.98e-10,1.05e-12,5.38e-14,3.99e-14,9.58e-11,3.97e-13,6.02e-14,1.07e-13,2.74e-13,2.77e-14
17:46:10.04,2.98e-10,1.04e-12,5.03e-14,4.51e-14,9.58e-11,3.59e-13,8.43e-14,1.15e-13,2.68e-13,5.87e-14
17:46:17.54,2.98e-10,1.03e-12,5.33e-14,6.3e-14,9.58e-11,4.08e-13,6.5e-14,9.23e-14,2.3e-13,3.47e-14
17:46:25.04,2.97e-10,1.03e-12,5.26e-14,5.76e-14,9.58e-11,3.93e-13,6.58e-14,9.3e-14,2.46e-13,3.55e-14
17:46:32.54,2.98e-10,1.01e-12,5.57e-14,5e-14,9.57e-11,3.9e-13,4.87e-14,9.6e-14,2.28e-13,4.37e-14
17:46:40.04,2.98e-10,1.06e-12,4.76e-14,7.01e-14,9.57e-11,4.04e-13,5.13e-14,1.06e-13,2.45e-13,4.13e-14
17:46:47.54,2.96e-10,1e-12,5.27e-14,6.01e-14,9.58e-11,4.31e-13,6.52e-14,9.72e-14,2.49e-13,4.3e-14
17:46:55.04,2.97e-10,1e-12,4.26e-14,4.8e-14,9.58e-11,3.87e-13,6.07e-14,8.34e-14,2.38e-13,4.3e-14
17:47:02.56,2.98e-10,1.03e-12,5.39e-14,4.73e-14,9.58e-11,4.47e-13,5.97e-14,1.21e-13,2.86e-13,4.21e-14
17:47:10.04,2.96e-10,1.01e-12,4.42e-14,5.15e-14,9.58e-11,4.39e-13,6.59e-14,8.41e-14,2.86e-13,4.76e-14
17:47:17.54,2.97e-10,1.04e-12,4.85e-14,4.43e-14,9.58e-11,3.9e-13,7.18e-14,8.41e-14,2.51e-13,5.23e-14
17:47:25.04,2.98e-10,1.04e-12,6.02e-14,5.2e-14,9.57e-11,4.17e-13,7.18e-14,8.71e-14,2.46e-13,5.01e-14
17:47:32.54,2.96e-10,1.05e-12,5.62e-14,4.79e-14,9.58e-11,4.17e-13,5.96e-14,1.23e-13,2.48e-13,4.08e-14
17:47:40.04,2.97e-10,1.04e-12,5.1e-14,4.71e-14,9.58e-11,4.47e-13,4.5e-14,1.01e-13,2.62e-13,4.29e-14
17:47:47.54,2.98e-10,1e-12,4.66e-14,4.71e-14,9.58e-11,3.97e-13,6.03e-14,1.18e-13,2.44e-13,4.59e-14
17:47:55.04,2.97e-10,1.02e-12,4.66e-14,5.24e-14,9.58e-11,3.91e-13,6.14e-14,1.11e-13,2.58e-13,5.82e-14
17:48:02.54,2.97e-10,1.02e-12,4.88e-14,5.78e-14,9.58e-11,4.04e-13,7.38e-14,7.57e-14,2.42e-13,4.14e-14
17:48:10.04,2.98e-10,1.05e-12,6.64e-14,5.97e-14,9.58e-11,3.97e-13,4.82e-14,1e-13,2.47e-13,5.13e-14
17:48:17.54,2.98e-10,1e-12,6.35e-14,5.24e-14,9.57e-11,3.88e-13,6.03e-14,1.23e-13,2.44e-13,4.05e-14
17:48:25.04,2.98e-10,1.01e-12,5.76e-14,4.44e-14,9.58e-11,3.79e-13,7.18e-14,9.52e-14,2.61e-13,3.66e-14
17:48:32.54,2.98e-10,1.03e-12,4.76e-14,6.01e-14,9.58e-11,4.35e-13,6.98e-14,1.05e-13,2.42e-13,4.51e-14
17:48:40.04,2.98e-10,1.02e-12,4.27e-14,5.13e-14,9.58e-11,3.93e-13,6.73e-14,1.1e-13,2.75e-13,4.85e-14
17:48:47.54,2.98e-10,1.02e-12,4.71e-14,5.08e-14,9.58e-11,3.88e-13,5.31e-14,8.64e-14,2.21e-13,4.02e-14
17:48:55.04,2.97e-10,1.03e-12,6.05e-14,4.03e-14,9.58e-11,4.15e-13,6.55e-14,9.5e-14,2.33e-13,5.33e-14
17:49:02.54,2.97e-10,1.01e-12,4.54e-14,4.08e-14,9.58e-11,4.08e-13,6.32e-14,9.22e-14,2.53e-13,5.33e-14
17:49:10.06,2.98e-10,1e-12,6.31e-14,6.94e-14,9.58e-11,4.12e-13,4.57e-14,8.78e-14,2.41e-13,3.4e-14
17:49:17.57,2.96e-10,1.02e-12,4.15e-14,6.08e-14,9.58e-11,3.89e-13,6.1e-14,1.18e-13,2.41e-13,3.93e-14
17:49:25.07,2.97e-10,1.02e-12,5.87e-14,4.51e-14,9.58e-11,3.95e-13,5.87e-14,1.18e-13,2.58e-13,4.68e-14
17:49:32.59,2.98e-10,1.04e-12,5.98e-14,4.64e-14,9.58e-11,4.14e-13,5.87e-14,9.6e-14,2.43e-13,5.07e-14
17:49:40.09,2.96e-10,1.03e-12,5.26e-14,5.12e-14,9.58e-11,4.14e-13,5.53e-14,1.12e-13,2.27e-13,4.47e-14
17:49:47.59,2.97e-10,9.87e-13,4.76e-14,4.82e-14,9.58e-11,4.45e-13,6.96e-14,1.13e-13,2.59e-13,4.06e-14
17:49:55.09,2.98e-10,1e-12,4.73e-14,4.82e-14,9.58e-11,3.94e-13,5.84e-14,8.48e-14,2.35e-13,3.76e-14
17:50:02.59,2.96e-10,1e-12,4.73e-14,4.55e-14,9.58e-11,4.61e-13,6.91e-14,9.86e-14,2.54e-13,3.5e-14
17:50:10.09,2.97e-10,9.9e-13,5.66e-14,5.51e-14,9.58e-11,3.79e-13,6.33e-14,9.7e-14,2.76e-13,4.08e-14
17:50:17.59,2.98e-10,9.9e-13,6.52e-14,6.56e-14,9.58e-11,3.53e-13,4.92e-14,1.17e-13,2.57e-13,4e-14
17:50:25.09,2.98e-10,1.03e-12,5.39e-14,5.41e-14,9.57e-11,3.97e-13,5.59e-14,9.65e-14,2.49e-13,3.4e-14
17:50:32.59,2.97e-10,1.04e-12,5.78e-14,5.71e-14,9.58e-11,4.11e-13,5.91e-14,9.19e-14,2.64e-13,4.29e-14
17:50:40.09,2.97e-10,1.01e-12,6.26e-14,5.76e-14,9.58e-11,3.87e-13,6.9e-14,9.78e-14,2.94e-13,4.97e-14
17:50:47.59,2.98e-10,1.02e-12,5.85e-14,4.05e-14,9.58e-11,4.11e-13,4.77e-14,8.68e-14,2.34e-13,3.87e-14
17:50:55.09,2.97e-10,1.03e-12,4.49e-14,5.07e-14,9.58e-11,3.91e-13,5.24e-14,9.37e-14,2.47e-13,2.39e-14
17:51:02.60,2.97e-10,1.03e-12,5.18e-14,4.71e-14,9.58e-11,3.99e-13,6.29e-14,9.4e-14,2.38e-13,3.95e-14
17:51:10.10,2.98e-10,9.77e-13,5.29e-14,5.45e-14,9.58e-11,4.21e-13,5.49e-14,8.12e-14,2.57e-13,2.74e-14
17:51:17.60,2.98e-10,1.02e-12,7.91e-14,3.9e-14,9.57e-11,4.02e-13,5.29e-14,9.76e-14,2.55e-13,2.74e-14
17:51:25.10,2.97e-10,1e-12,6.14e-14,5.15e-14,9.58e-11,3.94e-13,5e-14,1.08e-13,2.55e-13,4.13e-14
17:51:32.62,2.98e-10,1.01e-12,6.05e-14,5.11e-14,9.58e-11,4.05e-13,5.38e-14,1.08e-13,2.52e-13,5.21e-14
17:51:40.12,2.98e-10,1.02e-12,7.04e-14,4.43e-14,9.58e-11,4.44e-13,5.38e-14,8.55e-14,2.35e-13,4.23e-14
17:51:47.62,2.96e-10,1.03e-12,5.21e-14,6.13e-14,9.59e-11,4.44e-13,6.09e-14,9.07e-14,2.57e-13,4.02e-14
17:51:55.14,2.97e-10,1e-12,4.85e-14,5.77e-14,9.59e-11,4.12e-13,5.79e-14,9.51e-14,2.29e-13,3.4e-14
17:52:02.64,2.98e-10,1.01e-12,4.66e-14,5.77e-14,9.58e-11,3.99e-13,6.94e-14,7.64e-14,2.52e-13,3.29e-14
17:52:10.15,2.96e-10,1.07e-12,4.84e-14,3.52e-14,9.58e-11,4.23e-13,5.69e-14,1.12e-13,2.36e-13,3.76e-14
17:52:17.65,2.98e-10,1.06e-12,4.84e-14,4.92e-14,9.58e-11,4.2e-13,4.81e-14,1.02e-13,2.61e-13,3.98e-14
17:52:25.15,2.98e-10,1.06e-12,5.34e-14,4.29e-14,9.58e-11,4.31e-13,7.22e-14,9.61e-14,2.49e-13,4.88e-14
17:52:32.67,2.98e-10,9.9e-13,5.03e-14,6.32e-14,9.58e-11,4.31e-13,4.8e-14,1.04e-13,2.4e-13,5.03e-14
17:52:40.17,2.97e-10,1.03e-12,4.14e-14,5.43e-14,9.58e-11,3.89e-13,5.85e-14,1.21e-13,2.32e-13,4.96e-14
17:52:47.67,2.97e-10,1.04e-12,4.84e-14,4.98e-14,9.58e-11,4.06e-13,5.5e-14,1.01e-13,2.58e-13,4.81e-14
17:52:55.17,2.98e-10,1.05e-12,4.97e-14,4.82e-14,9.58e-11,3.74e-13,6.92e-14,8.92e-14,2.56e-13,5.65e-14
17:53:02.67,2.96e-10,1.02e-12,5.74e-14,5.49e-14,9.59e-11,3.99e-13,5.6e-14,1.06e-13,2.61e-13,4.17e-14
17:53:10.18,2.97e-10,1.03e-12,4.9e-14,5.47e-14,9.58e-11,4.02e-13,6.32e-14,8.56e-14,2.52e-13,3.77e-14
17:53:17.68,2.98e-10,1e-12,6.47e-14,4.74e-14,9.58e-11,3.94e-13,5.78e-14,8.73e-14,2.33e-13,3.13e-14
17:53:25.18,2.98e-10,1.03e-12,5.6e-14,5.13e-14,9.58e-11,4.18e-13,3.87e-14,9.03e-14,2.59e-13,3.13e-14
17:53:32.70,2.97e-10,1.02e-12,5.38e-14,5.1e-14,9.58e-11,4.12e-13,5.45e-14,1.17e-13,2.59e-13,2.88e-14
17:53:40.21,2.98e-10,1.02e-12,5.69e-14,5.56e-14,9.58e-11,4.27e-13,9.1e-14,1.17e-13,2.32e-13,3.54e-14
17:53:47.73,2.98e-10,1.04e-12,5.66e-14,6.13e-14,9.58e-11,4.1e-13,9.1e-14,9.37e-14,2.11e-13,2.65e-14
17:53:55.25,2.97e-10,1.05e-12,5.6e-14,5.3e-14,9.58e-11,4.1e-13,6.37e-14,9.79e-14,2.53e-13,4.12e-14
17:54:02.76,2.98e-10,1e-12,5.28e-14,6.17e-14,9.58e-11,4.02e-13,4.75e-14,8.21e-14,2.46e-13,4.87e-14
17:54:10.26,2.98e-10,1.02e-12,5.47e-14,5.5e-14,9.58e-11,3.75e-13,5.28e-14,1.11e-13,2.67e-13,4.7e-14
17:54:17.76,2.96e-10,1.03e-12,6.41e-14,5.5e-14,9.58e-11,3.78e-13,5.4e-14,7.97e-14,2.76e-13,4.19e-14
17:54:25.26,2.97e-10,1.03e-12,6.41e-14,3.97e-14,9.58e-11,4.16e-13,6.23e-14,9.54e-14,2.46e-13,3.54e-14
17:54:32.76,2.98e-10,1.03e-12,6.66e-14,5.78e-14,9.57e-11,4.19e-13,7.17e-14,1.15e-13,2.41e-13,4.38e-14
17:54:40.26,2.98e-10,1.01e-12,5.37e-14,5.41e-14,9.58e-11,4.07e-13,5.13e-14,1.06e-13,2.64e-13,3.68e-14
17:54:47.78,2.96e-10,1e-12,6e-14,4.24e-14,9.58e-11,4.18e-13,4.87e-14,9.91e-14,2.23e-13,3.48e-14
17:54:55.28,2.98e-10,1.01e-12,5.55e-14,5.82e-14,9.58e-11,4.16e-13,5.15e-14,9.45e-14,2.32e-13,4.03e-14
17:55:02.78,2.98e-10,1.03e-12,5.19e-14,5.37e-14,9.58e-11,3.74e-13,5.63e-14,1.17e-13,2.78e-13,5.83e-14
17:55:10.28,2.96e-10,1.03e-12,6.02e-14,4.61e-14,9.58e-11,3.85e-13,6.67e-14,1.09e-13,2.6e-13,3.29e-14
17:55:17.78,2.97e-10,1e-12,6e-14,4.87e-14,9.58e-11,4.27e-13,6.18e-14,8.31e-14,2.54e-13,5.69e-14
17:55:25.29,2.98e-10,9.8e-13,7.59e-14,4.43e-14,9.57e-11,4.04e-13,5.83e-14,1.1e-13,2.45e-13,3.66e-14
17:55:32.79,2.96e-10,1.04e-12,4.55e-14,5.66e-14,9.58e-11,4.19e-13,4.14e-14,9.93e-14,2.62e-13,3.66e-14
17:55:40.29,2.97e-10,1.02e-12,5.06e-14,4.69e-14,9.58e-11,3.82e-13,6.36e-14,7.8e-14,2.62e-13,3.87e-14
17:55:47.79,2.98e-10,1.02e-12,6.11e-14,3.48e-14,9.58e-11,4.1e-13,7.18e-14,7.8e-14,2.25e-13,3.46e-14
